Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
7.1.2 Seek forward / backward,LMS-87,10278,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,7.1.2 Seek forward / backward,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53ed82ee,,,,,,,,,,,,,,,,0|i000rr:,,,,,,,,,,,,,,,10274,LMS-85,7.1 Lecture Playback Controls,To Do,02/Apr/26 10:51 AM
7.2.1 Auto-save progress after each lecture,LMS-88,10280,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,7.2.1 Auto-save progress after each lecture,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15ccb7d9,,,,,,,,,,,,,,,,0|i000rz:,,,,,,,,,,,,,,,10274,LMS-85,7.1 Lecture Playback Controls,To Do,02/Apr/26 10:51 AM
7.3.1 Auto-play next lecture on completion,LMS-89,10282,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,7.3.1 Auto-play next lecture on completion,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6c31fca9,,,,,,,,,,,,,,,,0|i000s7:,,,,,,,,,,,,,,,10274,LMS-85,7.1 Lecture Playback Controls,To Do,02/Apr/26 10:51 AM
MODULE 8 – Reviews & Ratings,LMS-90,10283,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,Allow users to add and view course reviews and star ratings.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@893c39f,,,,,ghx-label-7,,To Do,,,,purple,,,,,0|i000sf:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:51 AM
8.1 Add Review,LMS-91,10285,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,Rating (1-5 stars) and comment field submission.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ba4aef6,,,,,,,,,,,,,,,,0|i000sn:,,,,,,,,,,,,,,,10283,LMS-90,MODULE 8 – Reviews & Ratings,To Do,02/Apr/26 10:51 AM
8.1.1 Star rating selector (1-5),LMS-92,10287,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,8.1.1 Star rating selector (1-5),,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2440be7e,,,,,,,,,,,,,,,,0|i000sv:,,,,,,,,,,,,,,,10285,LMS-91,8.1 Add Review,To Do,02/Apr/26 10:51 AM
8.1.2 Comment text field,LMS-93,10289,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,8.1.2 Comment text field,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6cc75fe5,,,,,,,,,,,,,,,,0|i000t3:,,,,,,,,,,,,,,,10285,LMS-91,8.1 Add Review,To Do,02/Apr/26 10:51 AM
8.1.3 Submit review action,LMS-94,10291,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,8.1.3 Submit review action,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7fec9e93,,,,,,,,,,,,,,,,0|i000tb:,,,,,,,,,,,,,,,10285,LMS-91,8.1 Add Review,To Do,02/Apr/26 10:51 AM
8.2 View Reviews,LMS-95,10293,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,Display all user reviews for a course.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4bcb1e7d,,,,,,,,,,,,,,,,0|i000tj:,,,,,,,,,,,,,,,10283,LMS-90,MODULE 8 – Reviews & Ratings,To Do,02/Apr/26 10:51 AM
8.2.1 Display all reviews with rating and comment,LMS-96,10295,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,8.2.1 Display all reviews with rating and comment,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cb50d24,,,,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,,,,,,10293,LMS-95,8.2 View Reviews,To Do,02/Apr/26 10:51 AM
